No,FileCode,ExpNo,ExpCode,Host,HostVariety,Treatment,Condition,Dilution,techRepNumber,isolateRepNumber,LeafSampleNumber,chl
66,DSC_0352_sample3.chl.csv,ES4,ES4_22,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep1,IsolateRep1,sample3,98.929
67,DSC_0330_sample1.chl.csv,ES4,ES4_23,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep1,sample1,269.499
68,DSC_0330_sample2.chl.csv,ES4,ES4_23,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep1,sample2,288.567
69,DSC_0330_sample3.chl.csv,ES4,ES4_23,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep2,IsolateRep1,sample3,0
70,NA,ES4,ES4_24,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep1,sample1,NA
71,NA,ES4,ES4_24,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep1,sample2,NA
72,NA,ES4,ES4_24,Soybean,AG4632,DMCC2126,Stationary,25fold,stemRep3,IsolateRep1,sample3,NA
73,DSC_0473_sample1.chl.csv,ES4,ES4_25,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep1,sample1,111.882
74,DSC_0473_sample2.chl.csv,ES4,ES4_25,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep1,sample2,189.997
75,DSC_0473_sample3.chl.csv,ES4,ES4_25,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep1,IsolateRep1,sample3,230.772
76,NA,ES4,ES4_26,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep1,sample1,NA
77,NA,ES4,ES4_26,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep1,sample2,NA
78,NA,ES4,ES4_26,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep2,IsolateRep1,sample3,NA
79,NA,ES4,ES4_27,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep1,sample1,NA
80,NA,ES4,ES4_27,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep1,sample2,NA
81,NA,ES4,ES4_27,Soybean,AG4632,DMCC2127,Shaking,100fold,stemRep3,IsolateRep1,sample3,NA
82,NA,ES4,ES4_28,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep1,sample1,NA
83,NA,ES4,ES4_28,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep1,sample2,NA
84,NA,ES4,ES4_28,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep1,IsolateRep1,sample3,NA
85,DSC_0146_sample1.chl.csv,ES4,ES4_29,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep1,sample1,129.964
86,DSC_0146_sample2.chl.csv,ES4,ES4_29,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep1,sample2,169.444
87,DSC_0146_sample3.chl.csv,ES4,ES4_29,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep2,IsolateRep1,sample3,119.849
88,DSC_0395_sample1.chl.csv,ES4,ES4_30,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep1,sample1,73.665
89,DSC_0395_sample2.chl.csv,ES4,ES4_30,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep1,sample2,112.08
90,DSC_0395_sample3.chl.csv,ES4,ES4_30,Soybean,AG4632,DMCC2127,Stationary,100fold,stemRep3,IsolateRep1,sample3,144.465
91,NA,ES4,ES4_31,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep1,sample1,NA
92,NA,ES4,ES4_31,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep1,sample2,NA
93,NA,ES4,ES4_31,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep1,IsolateRep1,sample3,NA
94,NA,ES4,ES4_32,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep1,sample1,NA
95,NA,ES4,ES4_32,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep1,sample2,NA
96,NA,ES4,ES4_32,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep2,IsolateRep1,sample3,NA
97,DSC_0536_sample1.chl.csv,ES4,ES4_33,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep1,sample1,50.921
98,DSC_0536_sample2.chl.csv,ES4,ES4_33,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep1,sample2,54.75
99,DSC_0536_sample3.chl.csv,ES4,ES4_33,Soybean,AG4632,DMCC2127,Shaking,25fold,stemRep3,IsolateRep1,sample3,84.099
100,DSC_0362_sample1.chl.csv,ES4,ES4_34,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep1,sample1,45.809
101,DSC_0362_sample2.chl.csv,ES4,ES4_34,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep1,sample2,53.93
102,DSC_0362_sample3.chl.csv,ES4,ES4_34,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep1,IsolateRep1,sample3,0
103,NA,ES4,ES4_35,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep1,sample1,NA
104,NA,ES4,ES4_35,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep1,sample2,NA
105,NA,ES4,ES4_35,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep2,IsolateRep1,sample3,NA
106,NA,ES4,ES4_36,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep1,sample1,NA
107,NA,ES4,ES4_36,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep1,sample2,NA
108,NA,ES4,ES4_36,Soybean,AG4632,DMCC2127,Stationary,25fold,stemRep3,IsolateRep1,sample3,NA
109,NA,ES4,ES4_37,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep1,sample1,NA
110,NA,ES4,ES4_37,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep1,sample2,NA
111,NA,ES4,ES4_37,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep1,IsolateRep1,sample3,NA
112,DSC_0420_sample1.chl.csv,ES4,ES4_38,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep1,sample1,62.42
113,DSC_0420_sample2.chl.csv,ES4,ES4_38,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep1,sample2,75.011
114,DSC_0420_sample3.chl.csv,ES4,ES4_38,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep2,IsolateRep1,sample3,91.205
115,DSC_0158_sample1.chl.csv,ES4,ES4_39,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep1,sample1,121.49
116,DSC_0158_sample2.chl.csv,ES4,ES4_39,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep1,sample2,66.397
117,DSC_0158_sample3.chl.csv,ES4,ES4_39,Soybean,AG4632,DMCC2165,Shaking,100fold,stemRep3,IsolateRep1,sample3,90.701
118,DSC_0270_sample1.chl.csv,ES4,ES4_40,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep1,sample1,61.185
119,DSC_0270_sample2.chl.csv,ES4,ES4_40,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep1,sample2,108.324
120,DSC_0270_sample3.chl.csv,ES4,ES4_40,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep1,IsolateRep1,sample3,132.57
121,DSC_0252_sample1.chl.csv,ES4,ES4_41,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep1,sample1,123.699
122,DSC_0252_sample2.chl.csv,ES4,ES4_41,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep1,sample2,160.447
123,DSC_0252_sample3.chl.csv,ES4,ES4_41,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep2,IsolateRep1,sample3,158.669
124,DSC_0255_sample2.chl.csv,ES4,ES4_42,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep1,sample1,93.619
125,DSC_0255_sample3.chl.csv,ES4,ES4_42,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep1,sample2,124.745
126,DSC_0255_sample1.chl.csv,ES4,ES4_42,Soybean,AG4632,DMCC2165,Stationary,100fold,stemRep3,IsolateRep1,sample3,0
127,DSC_0429_sample1.chl.csv,ES4,ES4_43,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep1,sample1,86.364
128,DSC_0429_sample2.chl.csv,ES4,ES4_43,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep1,sample2,0
129,DSC_0429_sample3.chl.csv,ES4,ES4_43,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep1,IsolateRep1,sample3,0
130,DSC_0487_sample1.chl.csv,ES4,ES4_44,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep1,sample1,97.891
131,DSC_0487_sample2.chl.csv,ES4,ES4_44,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep1,sample2,67.132
132,DSC_0487_sample3.chl.csv,ES4,ES4_44,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep2,IsolateRep1,sample3,114.097
133,NA,ES4,ES4_45,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep1,sample1,NA
134,NA,ES4,ES4_45,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep1,sample2,NA
135,NA,ES4,ES4_45,Soybean,AG4632,DMCC2165,Shaking,25fold,stemRep3,IsolateRep1,sample3,NA
136,NA,ES4,ES4_46,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep1,sample1,NA
137,NA,ES4,ES4_46,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep1,sample2,NA
138,NA,ES4,ES4_46,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep1,IsolateRep1,sample3,NA
139,DSC_0437_sample1.chl.csv,ES4,ES4_47,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep1,sample1,92.552
140,DSC_0437_sample2.chl.csv,ES4,ES4_47,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep1,sample2,85.951
141,DSC_0437_sample3.chl.csv,ES4,ES4_47,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep2,IsolateRep1,sample3,100.01
142,NA,ES4,ES4_48,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep1,sample1,NA
143,NA,ES4,ES4_48,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep1,sample2,NA
144,NA,ES4,ES4_48,Soybean,AG4632,DMCC2165,Stationary,25fold,stemRep3,IsolateRep1,sample3,NA
145,DSC_0439_sample1.chl.csv,ES4,ES4_49,Soybean,AG4632,control,Shaking,100fold,stemRep1,IsolateRep2,sample1,204.257
146,DSC_0439_sample2.chl.csv,ES4,ES4_49,Soybean,AG4632,control,Shaking,100fold,stemRep1,IsolateRep2,sample2,284.514
147,DSC_0439_sample3.chl.csv,ES4,ES4_49,Soybean,AG4632,control,Shaking,100fold,stemRep1,IsolateRep2,sample3,278.084
148,DSC_0320_sample1.chl.csv,ES4,ES4_50,Soybean,AG4632,control,Shaking,100fold,stemRep2,IsolateRep2,sample1,200.631
149,DSC_0320_sample2.chl.csv,ES4,ES4_50,Soybean,AG4632,control,Shaking,100fold,stemRep2,IsolateRep2,sample2,334.939
150,DSC_0320_sample3.chl.csv,ES4,ES4_50,Soybean,AG4632,control,Shaking,100fold,stemRep2,IsolateRep2,sample3,315.924
151,NA,ES4,ES4_51,Soybean,AG4632,control,Shaking,100fold,stemRep3,IsolateRep2,sample1,NA
152,NA,ES4,ES4_51,Soybean,AG4632,control,Shaking,100fold,stemRep3,IsolateRep2,sample2,NA
153,NA,ES4,ES4_51,Soybean,AG4632,control,Shaking,100fold,stemRep3,IsolateRep2,sample3,NA
154,DSC_0327_sample1.chl.csv,ES4,ES4_52,Soybean,AG4632,control,Stationary,100fold,stemRep1,IsolateRep2,sample1,144.441
155,DSC_0327_sample2.chl.csv,ES4,ES4_52,Soybean,AG4632,control,Stationary,100fold,stemRep1,IsolateRep2,sample2,194.798
156,DSC_0327_sample3.chl.csv,ES4,ES4_52,Soybean,AG4632,control,Stationary,100fold,stemRep1,IsolateRep2,sample3,235.144
157,DSC_0533_sample1.chl.csv,ES4,ES4_53,Soybean,AG4632,control,Stationary,100fold,stemRep2,IsolateRep2,sample1,177.448
158,DSC_0533_sample2.chl.csv,ES4,ES4_53,Soybean,AG4632,control,Stationary,100fold,stemRep2,IsolateRep2,sample2,209.337
159,DSC_0533_sample3.chl.csv,ES4,ES4_53,Soybean,AG4632,control,Stationary,100fold,stemRep2,IsolateRep2,sample3,267.301
160,DSC_0501_sample1.chl.csv,ES4,ES4_54,Soybean,AG4632,control,Stationary,100fold,stemRep3,IsolateRep2,sample1,185.316
161,DSC_0501_sample2.chl.csv,ES4,ES4_54,Soybean,AG4632,control,Stationary,100fold,stemRep3,IsolateRep2,sample2,210.275
162,DSC_0501_sample3.chl.csv,ES4,ES4_54,Soybean,AG4632,control,Stationary,100fold,stemRep3,IsolateRep2,sample3,0
163,DSC_0258_sample1.chl.csv,ES4,ES4_55,Soybean,AG4632,control,Shaking,25fold,stemRep1,IsolateRep2,sample1,163.345
164,DSC_0258_sample2.chl.csv,ES4,ES4_55,Soybean,AG4632,control,Shaking,25fold,stemRep1,IsolateRep2,sample2,193.809
165,DSC_0258_sample3.chl.csv,ES4,ES4_55,Soybean,AG4632,control,Shaking,25fold,stemRep1,IsolateRep2,sample3,165.013
166,DSC_0266_sample1.chl.csv,ES4,ES4_56,Soybean,AG4632,control,Shaking,25fold,stemRep2,IsolateRep2,sample1,244.117
167,DSC_0266_sample2.chl.csv,ES4,ES4_56,Soybean,AG4632,control,Shaking,25fold,stemRep2,IsolateRep2,sample2,239.37
168,DSC_0266_sample3.chl.csv,ES4,ES4_56,Soybean,AG4632,control,Shaking,25fold,stemRep2,IsolateRep2,sample3,198.043
169,DSC_0274_sample1.chl.csv,ES4,ES4_57,Soybean,AG4632,control,Shaking,25fold,stemRep3,IsolateRep2,sample1,60.802
170,DSC_0274_sample2.chl.csv,ES4,ES4_57,Soybean,AG4632,control,Shaking,25fold,stemRep3,IsolateRep2,sample2,87.482
171,DSC_0274_sample3.chl.csv,ES4,ES4_57,Soybean,AG4632,control,Shaking,25fold,stemRep3,IsolateRep2,sample3,136.794
172,DSC_0323_sample1.chl.csv,ES4,ES4_58,Soybean,AG4632,control,Stationary,25fold,stemRep1,IsolateRep2,sample1,208.268
173,DSC_0323_sample2.chl.csv,ES4,ES4_58,Soybean,AG4632,control,Stationary,25fold,stemRep1,IsolateRep2,sample2,381.535
174,DSC_0323_sample3.chl.csv,ES4,ES4_58,Soybean,AG4632,control,Stationary,25fold,stemRep1,IsolateRep2,sample3,364.534
175,DSC_0470_sample1.chl.csv,ES4,ES4_59,Soybean,AG4632,control,Stationary,25fold,stemRep2,IsolateRep2,sample1,150.643
176,DSC_0470_sample2.chl.csv,ES4,ES4_59,Soybean,AG4632,control,Stationary,25fold,stemRep2,IsolateRep2,sample2,210.884
177,DSC_0470_sample3.chl.csv,ES4,ES4_59,Soybean,AG4632,control,Stationary,25fold,stemRep2,IsolateRep2,sample3,297.504
178,DSC_0164_sample1.chl.csv,ES4,ES4_60,Soybean,AG4632,control,Stationary,25fold,stemRep3,IsolateRep2,sample1,204.249
179,DSC_0164_sample2.chl.csv,ES4,ES4_60,Soybean,AG4632,control,Stationary,25fold,stemRep3,IsolateRep2,sample2,327.976
180,DSC_0164_sample3.chl.csv,ES4,ES4_60,Soybean,AG4632,control,Stationary,25fold,stemRep3,IsolateRep2,sample3,355.745
181,DSC_0152_sample1.chl.csv,ES4,ES4_61,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,IsolateRep2,sample1,279.307
182,DSC_0152_sample2.chl.csv,ES4,ES4_61,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,IsolateRep2,sample2,135.358
183,DSC_0152_sample3.chl.csv,ES4,ES4_61,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep1,IsolateRep2,sample3,217.723
184,DSC_0461_sample1.chl.csv,ES4,ES4_62,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,IsolateRep2,sample1,151.349
185,DSC_0461_sample2.chl.csv,ES4,ES4_62,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,IsolateRep2,sample2,286.729
186,DSC_0461_sample3.chl.csv,ES4,ES4_62,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep2,IsolateRep2,sample3,319.134
187,DSC_0195_sample1.chl.csv,ES4,ES4_63,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,IsolateRep2,sample1,83.916
188,DSC_0195_sample2.chl.csv,ES4,ES4_63,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,IsolateRep2,sample2,122.192
189,DSC_0195_sample3.chl.csv,ES4,ES4_63,Soybean,AG4632,DMCC2126,Shaking,100fold,stemRep3,IsolateRep2,sample3,137.819
190,DSC_0247_sample1.chl.csv,ES4,ES4_64,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,IsolateRep2,sample1,223.804
191,DSC_0247_sample2.chl.csv,ES4,ES4_64,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,IsolateRep2,sample2,264.695
192,DSC_0247_sample3.chl.csv,ES4,ES4_64,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep1,IsolateRep2,sample3,260.379
193,DSC_0317_sample1.chl.csv,ES4,ES4_65,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,IsolateRep2,sample1,159.104
194,DSC_0317_sample2.chl.csv,ES4,ES4_65,Soybean,AG4632,DMCC2126,Stationary,100fold,stemRep2,IsolateRep2,sample2,256.733
